CT_NG,ME_NG,MA_NG,None
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
3.78,3.78,4.28,0.0
