Resource,Zone,Model,LDS,New_Build,Existing_Cap_MW,Max_Cap_MW,Min_Cap_MW,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,Var_OM_Cost_per_MWh,Heat_Rate_MMBTU_per_MWh,Fuel,Cap_Size,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Up_Time,Down_Time,Ramp_Up_Percentage,Ramp_Dn_Percentage,Min_Power,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Resource_Type,region,cluster,VRE_Trans_Cost_per_MWyr,CCS_Rate,MGA,Can_Retire
SPP_NEBR_natural_gas_fired_combustion_turbine_1,44,1,0,0,168.0,0.0,0,0.0,13830.0,5.06,14.901,west_north_central_reference_naturalgas,42.0,117.941,3.5,1,1,1.0,1.0,0.298,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_NEBR,1,0.0,0.0,1,1
SPP_NEBR_natural_gas_fired_combustion_turbine_2,44,1,0,0,812.8,0.0,0,0.0,10360.976,5.06,10.491,west_north_central_reference_naturalgas,162.56,117.941,3.5,1,1,1.0,1.0,0.517,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_NEBR,2,0.0,0.0,1,1
SPP_NEBR_nuclear_1,44,1,0,0,770.0,0.0,0,0.0,339773.0,0.0,10.446,west_north_central_reference_uranium,770.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,SPP_NEBR,1,0.0,0.0,1,1
SPP_SPS_natural_gas_fired_combined_cycle_3,47,1,0,0,60.0,0.0,0,0.0,16291.0,4.495,8.891,west_south_central_reference_naturalgas,60.0,90.959,2.0,6,6,1.0,1.0,0.667,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_SPS,3,0.0,0.0,1,1
SPP_SPS_natural_gas_fired_combined_cycle_2,47,1,0,0,464.0,0.0,0,0.0,16291.0,4.495,7.838,west_south_central_reference_naturalgas,464.0,90.959,2.0,6,6,1.0,1.0,0.636,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_SPS,2,0.0,0.0,1,1
SPP_SPS_natural_gas_fired_combined_cycle_1,47,1,0,0,634.0,0.0,0,0.0,9668.0,3.567,7.559,west_south_central_reference_naturalgas,634.0,90.959,2.0,6,6,1.0,1.0,0.432,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_SPS,1,0.0,0.0,1,1
SPP_SPS_natural_gas_fired_combustion_turbine_1,47,1,0,0,1470.096,0.0,0,0.0,9637.0,5.06,10.838,west_south_central_reference_naturalgas,183.762,117.941,3.5,1,1,1.0,1.0,0.514,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_SPS,1,0.0,0.0,1,1
SPP_SPS_natural_gas_fired_combustion_turbine_2,47,1,0,0,124.2,0.0,0,0.0,11521.087,5.06,11.887,west_south_central_reference_naturalgas,62.1,117.941,3.5,1,1,1.0,1.0,0.645,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_SPS,2,0.0,0.0,1,1
SPP_WAUE_natural_gas_fired_combined_cycle_1,48,1,0,0,300.0,0.0,0,0.0,9668.0,3.567,7.517,west_north_central_reference_naturalgas,300.0,90.959,2.0,6,6,1.0,1.0,0.533,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_WAUE,1,0.0,0.0,1,1
SPP_WAUE_natural_gas_fired_combustion_turbine_1,48,1,0,0,975.299,0.0,0,0.0,10896.748,5.06,9.85,west_north_central_reference_naturalgas,75.023,117.941,3.5,1,1,1.0,1.0,0.33,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_WAUE,1,0.0,0.0,1,1
SPP_WAUE_natural_gas_fired_combustion_turbine_2,48,1,0,0,430.096,0.0,0,0.0,11720.92,5.06,11.085,west_north_central_reference_naturalgas,53.762,117.941,3.5,1,1,1.0,1.0,0.456,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_WAUE,2,0.0,0.0,1,1
SPP_WEST_natural_gas_fired_combined_cycle_1,46,1,0,0,3834.096,0.0,0,0.0,12182.0,3.515,6.99,west_south_central_reference_naturalgas,319.508,90.959,2.0,6,6,1.0,1.0,0.376,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_WEST,1,0.0,0.0,1,1
SPP_WEST_natural_gas_fired_combined_cycle_2,46,1,0,0,330.0,0.0,0,0.0,16291.0,4.495,11.803,west_south_central_reference_naturalgas,165.0,90.959,2.0,6,6,1.0,1.0,0.576,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_WEST,2,0.0,0.0,1,1
SPP_WEST_natural_gas_fired_combined_cycle_3,46,1,0,0,1101.7,0.0,0,0.0,16291.0,4.495,8.495,west_south_central_reference_naturalgas,275.425,90.959,2.0,6,6,1.0,1.0,0.45,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_WEST,3,0.0,0.0,1,1
SPP_WEST_natural_gas_fired_combined_cycle_4,46,1,0,0,2414.598,0.0,0,0.0,9668.0,3.567,7.171,west_south_central_reference_naturalgas,402.433,90.959,2.0,6,6,1.0,1.0,0.536,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,SPP_WEST,4,0.0,0.0,1,1
SPP_WEST_natural_gas_fired_combustion_turbine_1,46,1,0,0,1187.008,0.0,0,0.0,10297.404,5.06,13.868,west_south_central_reference_naturalgas,74.188,117.941,3.5,1,1,1.0,1.0,0.555,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_WEST,1,0.0,0.0,1,1
SPP_WEST_natural_gas_fired_combustion_turbine_2,46,1,0,0,575.094,0.0,0,0.0,12602.582,5.06,10.689,west_south_central_reference_naturalgas,44.238,117.941,3.5,1,1,1.0,1.0,0.626,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,SPP_WEST,2,0.0,0.0,1,1
S_C_KY_natural_gas_fired_combined_cycle_1,40,1,0,0,683.0,0.0,0,0.0,9668.0,3.567,6.801,east_south_central_reference_naturalgas,683.0,90.959,2.0,6,6,1.0,1.0,0.334,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_C_KY,1,0.0,0.0,1,1
S_C_KY_natural_gas_fired_combustion_turbine_1,40,1,0,0,299.001,0.0,0,0.0,11379.0,5.06,11.603,east_south_central_reference_naturalgas,99.667,117.941,3.5,1,1,1.0,1.0,0.371,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_C_KY,1,0.0,0.0,1,1
S_C_KY_natural_gas_fired_combustion_turbine_2,40,1,0,0,1204.0,0.0,0,0.0,9637.0,5.06,10.843,east_south_central_reference_naturalgas,172.0,117.941,3.5,1,1,1.0,1.0,0.44,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_C_KY,2,0.0,0.0,1,1
S_C_TVA_natural_gas_fired_combined_cycle_1,42,1,0,0,1674.0,0.0,0,0.0,9668.0,3.567,7.885,east_south_central_reference_naturalgas,837.0,90.959,2.0,6,6,1.0,1.0,0.269,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_C_TVA,1,0.0,0.0,1,1
S_C_TVA_natural_gas_fired_combined_cycle_2,42,1,0,0,6853.504,0.0,0,0.0,9668.0,3.567,6.997,east_south_central_reference_naturalgas,428.344,90.959,2.0,6,6,1.0,1.0,0.436,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_C_TVA,2,0.0,0.0,1,1
S_C_TVA_natural_gas_fired_combined_cycle_3,42,1,0,0,1114.1,0.0,0,0.0,12182.0,3.515,6.483,east_south_central_reference_naturalgas,1114.1,90.959,2.0,6,6,1.0,1.0,0.0,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_C_TVA,3,0.0,0.0,1,1
S_C_TVA_natural_gas_fired_combined_cycle_4,42,1,0,0,1160.0,0.0,0,0.0,12182.0,3.515,7.517,east_south_central_reference_naturalgas,1160.0,90.959,2.0,6,6,1.0,1.0,0.448,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_C_TVA,4,0.0,0.0,1,1
S_C_TVA_natural_gas_fired_combustion_turbine_1,42,1,0,0,2242.392,0.0,0,0.0,9637.0,5.06,12.265,east_south_central_reference_naturalgas,93.433,117.941,3.5,1,1,1.0,1.0,0.589,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_C_TVA,1,0.0,0.0,1,1
S_C_TVA_natural_gas_fired_combustion_turbine_2,42,1,0,0,81.6,0.0,0,0.0,13830.0,5.06,9.66,east_south_central_reference_naturalgas,16.32,117.941,3.5,1,1,1.0,1.0,0.3,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_C_TVA,2,0.0,0.0,1,1
S_C_TVA_nuclear_1,42,1,0,0,3866.199,0.0,0,0.0,190920.0,0.0,10.446,east_south_central_reference_uranium,1288.733,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,S_C_TVA,1,0.0,0.0,1,1
S_C_TVA_nuclear_2,42,1,0,0,4675.5,0.0,0,0.0,190920.0,0.0,10.446,east_south_central_reference_uranium,1168.875,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,S_C_TVA,2,0.0,0.0,1,1
S_D_AECI_natural_gas_fired_combined_cycle_2,41,1,0,0,266.0,0.0,0,0.0,16291.0,4.495,7.349,west_north_central_reference_naturalgas,266.0,90.959,2.0,6,6,1.0,1.0,0.688,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_D_AECI,2,0.0,0.0,1,1
S_D_AECI_natural_gas_fired_combined_cycle_4,41,1,0,0,221.0,0.0,0,0.0,16291.0,4.495,7.307,west_north_central_reference_naturalgas,221.0,90.959,2.0,6,6,1.0,1.0,0.828,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_D_AECI,4,0.0,0.0,1,1
S_D_AECI_natural_gas_fired_combined_cycle_1,41,1,0,0,931.0,0.0,0,0.0,9668.0,3.567,7.186,west_north_central_reference_naturalgas,931.0,90.959,2.0,6,6,1.0,1.0,0.537,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_D_AECI,1,0.0,0.0,1,1
S_D_AECI_natural_gas_fired_combined_cycle_3,41,1,0,0,503.0,0.0,0,0.0,9668.0,3.567,7.34,west_north_central_reference_naturalgas,503.0,90.959,2.0,6,6,1.0,1.0,0.521,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_D_AECI,3,0.0,0.0,1,1
S_D_AECI_natural_gas_fired_combustion_turbine_1,41,1,0,0,335.001,0.0,0,0.0,9637.0,5.06,12.043,west_north_central_reference_naturalgas,111.667,117.941,3.5,1,1,1.0,1.0,0.618,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_D_AECI,1,0.0,0.0,1,1
S_D_AECI_natural_gas_fired_combustion_turbine_2,41,1,0,0,11.9,0.0,0,0.0,13830.0,5.06,5.188,west_north_central_reference_naturalgas,11.9,117.941,3.5,1,1,1.0,1.0,0.672,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_D_AECI,2,0.0,0.0,1,1
S_SOU_natural_gas_fired_combined_cycle_1,43,1,0,0,3001.2,0.0,0,0.0,12084.831,3.517,9.882,south_atlantic_reference_naturalgas,500.2,90.959,2.0,6,6,1.0,1.0,0.397,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_SOU,1,0.0,0.0,1,1
S_SOU_natural_gas_fired_combined_cycle_2,43,1,0,0,18529.41,0.0,0,0.0,11325.042,3.533,7.087,south_atlantic_reference_naturalgas,617.647,90.959,2.0,6,6,1.0,1.0,0.478,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_SOU,2,0.0,0.0,1,1
S_SOU_natural_gas_fired_combined_cycle_3,43,1,0,0,1230.103,0.0,0,0.0,16291.0,4.495,7.636,south_atlantic_reference_naturalgas,175.729,90.959,2.0,6,6,1.0,1.0,0.692,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_SOU,3,0.0,0.0,1,1
S_SOU_natural_gas_fired_combined_cycle_4,43,1,0,0,106.2,0.0,0,0.0,16291.0,4.495,12.208,south_atlantic_reference_naturalgas,53.1,90.959,2.0,6,6,1.0,1.0,0.522,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_SOU,4,0.0,0.0,1,1
S_SOU_natural_gas_fired_combustion_turbine_1,43,1,0,0,5731.908,0.0,0,0.0,9637.0,5.06,11.406,south_atlantic_reference_naturalgas,146.972,117.941,3.5,1,1,1.0,1.0,0.556,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_SOU,1,0.0,0.0,1,1
S_SOU_natural_gas_fired_combustion_turbine_2,43,1,0,0,142.6,0.0,0,0.0,13830.0,5.06,9.689,south_atlantic_reference_naturalgas,35.65,117.941,3.5,1,1,1.0,1.0,0.237,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_SOU,2,0.0,0.0,1,1
S_SOU_nuclear_1,43,1,0,0,8059.0,0.0,0,0.0,190920.0,0.0,10.447,south_atlantic_reference_uranium,1007.375,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,S_SOU,1,0.0,0.0,1,1
S_SOU_nuclear_2,43,1,0,0,2228.0,0.0,0,0.0,190920.0,0.0,9.21,south_atlantic_reference_uranium,1114.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,S_SOU,2,0.0,0.0,1,1
S_VACA_natural_gas_fired_combined_cycle_1,39,1,0,0,6689.199,0.0,0,0.0,9668.0,3.567,7.091,south_atlantic_reference_naturalgas,608.109,90.959,2.0,6,6,1.0,1.0,0.659,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_VACA,1,0.0,0.0,1,1
S_VACA_natural_gas_fired_combined_cycle_2,39,1,0,0,453.999,0.0,0,0.0,16291.0,4.495,8.037,south_atlantic_reference_naturalgas,151.333,90.959,2.0,6,6,1.0,1.0,0.478,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_VACA,2,0.0,0.0,1,1
S_VACA_natural_gas_fired_combined_cycle_3,39,1,0,0,513.0,0.0,0,0.0,9668.0,3.567,6.41,south_atlantic_reference_naturalgas,256.5,90.959,2.0,6,6,1.0,1.0,0.3,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_VACA,3,0.0,0.0,1,1
S_VACA_natural_gas_fired_combined_cycle_4,39,1,0,0,2309.001,0.0,0,0.0,12182.0,3.515,7.284,south_atlantic_reference_naturalgas,769.667,90.959,2.0,6,6,1.0,1.0,0.854,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,S_VACA,4,0.0,0.0,1,1
S_VACA_natural_gas_fired_combustion_turbine_1,39,1,0,0,7567.82,0.0,0,0.0,9669.456,5.06,11.023,south_atlantic_reference_naturalgas,145.535,117.941,3.5,1,1,1.0,1.0,0.421,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_VACA,1,0.0,0.0,1,1
S_VACA_natural_gas_fired_combustion_turbine_2,39,1,0,0,261.196,0.0,0,0.0,13830.0,5.06,11.798,south_atlantic_reference_naturalgas,20.092,117.941,3.5,1,1,1.0,1.0,0.488,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,S_VACA,2,0.0,0.0,1,1
S_VACA_nuclear_1,39,1,0,0,3410.9,0.0,0,0.0,225522.464,0.0,10.446,south_atlantic_reference_uranium,852.725,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,S_VACA,1,0.0,0.0,1,1
S_VACA_nuclear_2,39,1,0,0,8693.696,0.0,0,0.0,209540.023,0.0,10.446,south_atlantic_reference_uranium,1086.712,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,S_VACA,2,0.0,0.0,1,1
WECC_AZ_natural_gas_fired_combined_cycle_1,62,1,0,0,6453.996,0.0,0,0.0,9668.0,3.567,7.453,mountain_reference_naturalgas,537.833,90.959,2.0,6,6,1.0,1.0,0.386,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_AZ,1,0.0,0.0,1,1
WECC_AZ_natural_gas_fired_combined_cycle_2,62,1,0,0,60.5,0.0,0,0.0,16291.0,4.495,10.014,mountain_reference_naturalgas,30.25,90.959,2.0,6,6,1.0,1.0,0.669,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_AZ,2,0.0,0.0,1,1
WECC_AZ_natural_gas_fired_combined_cycle_3,62,1,0,0,288.9,0.0,0,0.0,16291.0,4.495,7.212,mountain_reference_naturalgas,96.3,90.959,2.0,6,6,1.0,1.0,0.635,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_AZ,3,0.0,0.0,1,1
WECC_AZ_natural_gas_fired_combined_cycle_4,62,1,0,0,3034.297,0.0,0,0.0,12182.0,3.515,7.35,mountain_reference_naturalgas,433.471,90.959,2.0,6,6,1.0,1.0,0.443,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_AZ,4,0.0,0.0,1,1
WECC_AZ_natural_gas_fired_combustion_turbine_1,62,1,0,0,438.9,0.0,0,0.0,12476.338,5.06,13.179,mountain_reference_naturalgas,43.89,117.941,3.5,1,1,1.0,1.0,0.37,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_AZ,1,0.0,0.0,1,1
WECC_AZ_natural_gas_fired_combustion_turbine_2,62,1,0,0,1541.403,0.0,0,0.0,9637.0,5.06,10.176,mountain_reference_naturalgas,57.089,117.941,3.5,1,1,1.0,1.0,0.447,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_AZ,2,0.0,0.0,1,1
WECC_AZ_nuclear_1,62,1,0,0,4002.999,0.0,0,0.0,190920.0,0.0,10.446,mountain_reference_uranium,1334.333,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,WECC_AZ,1,0.0,0.0,1,1
WECC_CO_natural_gas_fired_combined_cycle_1,60,1,0,0,1419.502,0.0,0,0.0,16291.0,4.495,8.699,mountain_reference_naturalgas,202.786,90.959,2.0,6,6,1.0,1.0,0.404,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_CO,1,0.0,0.0,1,1
WECC_CO_natural_gas_fired_combined_cycle_2,60,1,0,0,716.0,0.0,0,0.0,9668.0,3.567,10.877,mountain_reference_naturalgas,716.0,90.959,2.0,6,6,1.0,1.0,0.327,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_CO,2,0.0,0.0,1,1
WECC_CO_natural_gas_fired_combined_cycle_3,60,1,0,0,33.0,0.0,0,0.0,16291.0,4.495,17.234,mountain_reference_naturalgas,33.0,90.959,2.0,6,6,1.0,1.0,0.182,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_CO,3,0.0,0.0,1,1
WECC_CO_natural_gas_fired_combined_cycle_4,60,1,0,0,1215.0,0.0,0,0.0,9668.0,3.567,7.466,mountain_reference_naturalgas,607.5,90.959,2.0,6,6,1.0,1.0,0.326,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_CO,4,0.0,0.0,1,1
WECC_CO_natural_gas_fired_combustion_turbine_1,60,1,0,0,1343.601,0.0,0,0.0,9637.0,5.06,11.679,mountain_reference_naturalgas,63.981,117.941,3.5,1,1,1.0,1.0,0.415,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_CO,1,0.0,0.0,1,1
WECC_CO_natural_gas_fired_combustion_turbine_2,60,1,0,0,1103.904,0.0,0,0.0,11467.59,5.06,12.518,mountain_reference_naturalgas,68.994,117.941,3.5,1,1,1.0,1.0,0.444,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_CO,2,0.0,0.0,1,1
WECC_ID_natural_gas_fired_combined_cycle_1,55,1,0,0,319.9,0.0,0,0.0,16291.0,4.495,7.032,mountain_reference_naturalgas,319.9,90.959,2.0,6,6,1.0,1.0,0.449,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_ID,1,0.0,0.0,1,1
WECC_ID_natural_gas_fired_combustion_turbine_1,55,1,0,0,495.9,0.0,0,0.0,11379.0,5.06,10.776,mountain_reference_naturalgas,123.975,117.941,3.5,1,1,1.0,1.0,0.618,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_ID,1,0.0,0.0,1,1
WECC_ID_natural_gas_fired_combustion_turbine_2,55,1,0,0,5.3,0.0,0,0.0,13830.0,5.06,11.897,mountain_reference_naturalgas,5.3,117.941,3.5,1,1,1.0,1.0,0.057,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_ID,2,0.0,0.0,1,1
WECC_IID_natural_gas_fired_combined_cycle_1,64,1,0,0,73.0,0.0,0,0.0,16291.0,4.495,9.669,pacific_reference_naturalgas,73.0,90.959,2.0,6,6,1.0,1.0,0.658,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_IID,1,0.0,0.0,1,1
WECC_IID_natural_gas_fired_combined_cycle_2,64,1,0,0,145.0,0.0,0,0.0,16291.0,4.495,7.678,pacific_reference_naturalgas,145.0,90.959,2.0,6,6,1.0,1.0,0.524,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_IID,2,0.0,0.0,1,1
WECC_IID_natural_gas_fired_combustion_turbine_1,64,1,0,0,90.9,0.0,0,0.0,13830.0,5.06,9.955,pacific_reference_naturalgas,45.45,117.941,3.5,1,1,1.0,1.0,0.33,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_IID,1,0.0,0.0,1,1
WECC_MT_natural_gas_fired_combustion_turbine_1,53,1,0,0,144.3,0.0,0,0.0,11379.0,5.06,13.357,mountain_reference_naturalgas,48.1,117.941,3.5,1,1,1.0,1.0,0.104,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_MT,1,0.0,0.0,1,1
WECC_NM_natural_gas_fired_combined_cycle_1,63,1,0,0,259.4,0.0,0,0.0,9668.0,3.567,0.0,mountain_reference_naturalgas,259.4,90.959,2.0,6,6,1.0,1.0,0.501,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_NM,1,0.0,0.0,1,1
WECC_NM_natural_gas_fired_combined_cycle_2,63,1,0,0,272.0,0.0,0,0.0,9668.0,3.567,8.027,mountain_reference_naturalgas,272.0,90.959,2.0,6,6,1.0,1.0,0.511,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_NM,2,0.0,0.0,1,1
WECC_NM_natural_gas_fired_combined_cycle_3,63,1,0,0,107.0,0.0,0,0.0,16291.0,4.495,7.312,mountain_reference_naturalgas,53.5,90.959,2.0,6,6,1.0,1.0,0.224,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_NM,3,0.0,0.0,1,1
WECC_NM_natural_gas_fired_combined_cycle_4,63,1,0,0,870.399,0.0,0,0.0,9668.0,3.567,6.932,mountain_reference_naturalgas,290.133,90.959,2.0,6,6,1.0,1.0,0.331,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_NM,4,0.0,0.0,1,1
WECC_NM_natural_gas_fired_combustion_turbine_1,63,1,0,0,463.4,0.0,0,0.0,11830.695,5.06,11.856,mountain_reference_naturalgas,115.85,117.941,3.5,1,1,1.0,1.0,0.216,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_NM,1,0.0,0.0,1,1
WECC_NM_natural_gas_fired_combustion_turbine_2,63,1,0,0,742.703,0.0,0,0.0,11127.888,5.06,9.864,mountain_reference_naturalgas,57.131,117.941,3.5,1,1,1.0,1.0,0.295,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_NM,2,0.0,0.0,1,1
WECC_NNV_natural_gas_fired_combined_cycle_1,56,1,0,0,578.0,0.0,0,0.0,9668.0,3.567,7.591,mountain_reference_naturalgas,578.0,90.959,2.0,6,6,1.0,1.0,0.433,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_NNV,1,0.0,0.0,1,1
WECC_NNV_natural_gas_fired_combined_cycle_2,56,1,0,0,108.0,0.0,0,0.0,9668.0,3.567,8.153,mountain_reference_naturalgas,108.0,90.959,2.0,6,6,1.0,1.0,0.481,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_NNV,2,0.0,0.0,1,1
WECC_PNW_natural_gas_fired_combined_cycle_1,59,1,0,0,2405.0,0.0,0,0.0,9668.0,3.567,7.567,pacific_reference_naturalgas,601.25,90.959,2.0,6,6,1.0,1.0,0.449,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_PNW,1,0.0,0.0,1,1
WECC_PNW_natural_gas_fired_combined_cycle_2,59,1,0,0,3393.401,0.0,0,0.0,16291.0,4.495,7.131,pacific_reference_naturalgas,308.491,90.959,2.0,6,6,1.0,1.0,0.533,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_PNW,2,0.0,0.0,1,1
WECC_PNW_natural_gas_fired_combined_cycle_3,59,1,0,0,6.5,0.0,0,0.0,16291.0,4.495,10.525,pacific_reference_naturalgas,6.5,90.959,2.0,6,6,1.0,1.0,0.4,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_PNW,3,0.0,0.0,1,1
WECC_PNW_natural_gas_fired_combined_cycle_4,59,1,0,0,616.3,0.0,0,0.0,16291.0,4.495,8.802,pacific_reference_naturalgas,154.075,90.959,2.0,6,6,1.0,1.0,0.44,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_PNW,4,0.0,0.0,1,1
WECC_PNW_natural_gas_fired_combustion_turbine_1,59,1,0,0,442.2,0.0,0,0.0,11083.64,5.06,12.075,pacific_reference_naturalgas,44.22,117.941,3.5,1,1,1.0,1.0,0.43,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_PNW,1,0.0,0.0,1,1
WECC_PNW_natural_gas_fired_combustion_turbine_2,59,1,0,0,418.6,0.0,0,0.0,9747.184,5.06,9.66,pacific_reference_naturalgas,83.72,117.941,3.5,1,1,1.0,1.0,0.3,0.63,1.26,0,0,Natural Gas Fired Combustion Turbine,WECC_PNW,2,0.0,0.0,1,1
WECC_PNW_nuclear_1,59,1,0,0,1172.0,0.0,0,0.0,271818.0,0.0,10.446,pacific_reference_uranium,1172.0,1000.0,0.0,24,24,0.25,0.25,0.5,0.041666667,0.083333333,0,0,Nuclear,WECC_PNW,1,0.0,0.0,1,1
WECC_SCE_natural_gas_fired_combined_cycle_1,52,1,0,0,223.0,0.0,0,0.0,16291.0,4.495,8.456,pacific_reference_naturalgas,111.5,90.959,2.0,6,6,1.0,1.0,0.363,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_SCE,1,0.0,0.0,1,1
WECC_SCE_natural_gas_fired_combined_cycle_2,52,1,0,0,3985.002,0.0,0,0.0,10368.261,3.553,7.332,pacific_reference_naturalgas,442.778,90.959,2.0,6,6,1.0,1.0,0.417,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_SCE,2,0.0,0.0,1,1
WECC_SCE_natural_gas_fired_combined_cycle_3,52,1,0,0,40.4,0.0,0,0.0,16291.0,4.495,12.634,pacific_reference_naturalgas,20.2,90.959,2.0,6,6,1.0,1.0,0.198,0.106666667,0.213333333,0,0,Natural Gas Fired Combined Cycle,WECC_SCE,3,0.0,0.0,1,1
